id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work,abstract
10.1086/231141,10.1086/231141,Max Weber and Democratic Politics by Peter Breiner,Robert J. Antonio,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1741-1743,The University of Chicago Press,fla,,
10.1086/231323,10.1086/231323,Fanon's Dialectic of Experience by Ato Sekyi-Otu,David Scott,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1110-1113,The University of Chicago Press,fla,,
10.1086/231316,10.1086/231316,Crisis and Transformation: The Kibbutz at Century's End by Eliezer Ben-Rafael,Benjamin D. Zablocki,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1098-1099,The University of Chicago Press,fla,,
10.2307/2764988,10.2307/2764988,The Group Fallacy in Relation to Social Science,Floyd H. Allport,American Journal of Sociology,29,6,1924-05-01T00:00:00Z,pp. 688-706,The University of Chicago Press,fla,,"The manner of thinking in terms of the obsolete crowd-mind theory still persists. Speaking in terms of collectivity is alluring; but it is description, not explanation. Social organism metaphors, group-mind theories, and the like never lead beyond themselves, nor serve to reveal causation. The group fallacy defined.-This fallacy consists in substituting the group for the individual as a principle of explanation. The group concept may be phrased in either psychological or ""purely social"" terms. Illustrations are drawn from the following fields. I. Social conflict. Freudian repression and dissociation are terms applicable only to individuals. There is a wide divergence of meaning between mental conflict and social conflict. 2. Revolution. Here the fallacy is expressed in such group terms as immobility of society and breakdown of ""social habits."" These terms are merely descriptive, drawing attention away from the truly causal behavior of individuals. 3. The theory of the super-organic. The concept of a causal science on a purely social (non-psychological) plane is untenable, because in all science explanation is possible only by drawing upon the concepts of sciences at more elementary levels. In practice also no one has succeeded in formulating a science of this sort. Culture history is not culture explanation; much less is it an adequate explanation of social change. The true basis for sociology is the social behavior of he socialized individual, in other words, social psychology. The Work of sociology is to describe collectivities of social behavior and social change resulting from it in terms of the group, and to explain these phenomena in terms of the individual."
10.1086/231342,10.1086/231342,The Self in the Family: A Classification of Personality  Criminality  and Psychopathology by Luciano L'Abate  with Margaret S. Baggett,Kenneth C. Land,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1147-1149,The University of Chicago Press,fla,,
10.1086/599248,10.1086/599248,Does Race Matter in Neighborhood Preferences? Results from a Video Experiment,Maria Krysan AND Mick P. Couper AND Reynolds Farley AND Tyrone A. Forman,American Journal of Sociology,115,2,2009-09-01T00:00:00Z,pp. 527-559,The University of Chicago Press,fla,,"Persistent racial residential segregation is often seen as the result of preferences: whites prefer to live with whites while blacks wish to live near many other blacks. Are these neighborhood preferences color‐blind or race conscious? Does neighborhood racial composition have a net influence upon preferences, or is race a proxy for social class? This article tests the racial proxy hypothesis using an innovative experiment that isolates the net effects of race and social class, followed by an analysis of the social psychological factors associated with residential preferences. The authors find that net of social class, the race of a neighborhood’s residents significantly influenced how it was rated. Whites said the all‐white neighborhoods were most desirable. The independent effect of racial composition was smaller among blacks, who identified the racially mixed neighborhood as most desirable. Further, whites who held negative stereotypes about African‐Americans and the neighborhoods where they live were significantly influenced by neighborhood racial composition. None of the proposed social psychological factors conditioned African‐Americans' sensitivity to neighborhood racial composition."
10.2307/2763470,10.2307/2763470,A Theory of Rural Attitudes,L. L. Bernard,American Journal of Sociology,22,5,1917-03-01T00:00:00Z,pp. 630-649,The University of Chicago Press,fla,,
10.1086/231327,10.1086/231327,Hungary's Negotiated Revolution: Economic Reform  Social Change  and Political Succession  1957-990 by Rudolf Tökés,Camille M. Busette,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1119-1120,The University of Chicago Press,fla,,
10.1086/508789,10.1086/508789,Resurrection and Appropriation: Reputational Trajectories  Memory Work  and the Political Use of Historical Figures,Robert S. Jansen,American Journal of Sociology,112,4,2007-01-01T00:00:00Z,pp. 953-1007,The University of Chicago Press,fla,,"The Zapatistas and Sandinistas both invoked historical figures in their rhetoric, but they did so in very different ways. This variation is explained by a model of path‐dependent memory work that is sensitive to how previous memory struggles enable and constrain subsequent uses of historical figures. Specifically, previous struggles produce distinct reputational trajectories that condition the potential utility of different modes of memory work. The cases illustrate two reputational trajectories, which are situated within a broader field of mnemonic possibilities. This article offers a provisional baseline for comparing contested memory projects and supplies a framework for analyzing the opportunities and constraints by which reputational trajectories condition memory work. It builds on a recent processual emphasis in the collective memory literature and suggests that the contentious politics literature needs to historicize its conception of culture and take seriously the operation of constraints on symbolic work."
10.1086/210002,10.1086/210002,A Frame Analysis of Favor Seeking in the Renaissance: Agency  Networks  and Political Culture,Paul D. McLean,American Journal of Sociology,104,1,1998-07-01T00:00:00Z,pp. 51-91,The University of Chicago Press,fla,,"Actors invoke and manupulate diverse frames of meaning by assembling cues, taken from linguistic forms laid down in the cultural background, to build their relations with others. This article examines the use of these frames in Renaissance patronage‐seeking letters, both quantitatively (through multidimensional scaling) and qualitatively (using discourse analytical concepts), to present an interactionist approach to the presentation of self and, in turn, to political culture. Writing strategies are only modestly, as actors write from achieved network positions and constantly aim to improve their position, maximize leverage, and build careers through letter writing.   I shall tell you, therefore, first, of what means I made use in order to become an intimate and follower of Gian Galeozzo, the duke of Milan; then I shall tell you how I went about winning the good will of Ladislas, king of Naples; finally I shall recount to you what sort of conduct enabled me to preserve the favor and good will of Pope Giovanni. I think, too, you will be pleased to learn of my various and different devices, my devious and seldom‐used means, which have rarely been described. Thesse are most useful ways to deal with men in civic life; therefore listen well to me. (Alberti 1969, p. 252)   I certainly agree, Lionardo, that the things Piero said all seemed to be wise and sound and full of prudense. His subtlety and considerable artistry were also clear to me…. But it seems to me that I want some other sort of thread and texture in talk on this subject…. You know the truth–how can anyone dream that mere simplicity and goodness will get him friends, or even acquaintancs not actually harmful and annoying?…. The world is amply supplied with fraudulent, false, perfidious, bold, audacious, and rapacious men. Everything in the world is profoundly unsure…. The deal with human wickedness in all its boldness, daring, and greed one must beable to remain constant, temperate, and full of inner strength. These are the qualities I would like to see actually practiced by a man whose friendship I hoped to gain and enjoy…. So there it is; I want to be instructed in this sense concerning friendship, how to obtain it, increase it, diminish it, recover it, and make it permanent. (1969, pp. 264–67)"
10.1086/231155,10.1086/231155,"A Space on the Side of the Road: Cultural Poetics in an ""Other"" America by Kathleen Stewart",Karen McCarthy Brown,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1768-1770,The University of Chicago Press,fla,,
10.1086/231300,10.1086/231300,Fin de Siècle Social Theory: Relativism  Reduction  and the Problem of Reason by Jeffrey C. Alexander,Michèle Lamont,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1068-1069,The University of Chicago Press,fla,,
10.2307/2762759,10.2307/2762759,The Civic Control of Architecture,Frederick M. Padelford,American Journal of Sociology,14,1,1908-07-01T00:00:00Z,pp. 38-51,The University of Chicago Press,fla,,
10.2307/2782111,10.2307/2782111,"Petitions and the ""Invention"" of Public Opinion in the English Revolution",David Zaret,American Journal of Sociology,101,6,1996-05-01T00:00:00Z,pp. 1497-1555,The University of Chicago Press,fla,,"Current accounts of the capitalist and Protestant origins of the democratic public sphere are inconsistent and speculative. This empirical account explains the transition in political communication from norms of secrecy to appeals to public opinion. Popular communicative change in the English Revolution anticipated, in practice, the democratic theory of the public sphere when printing transformed a traditional instrument of communication-the petition. Petitions had medieval origins and traditions that upheld norms of secrecy and privilege in political communication. Economic and technical properties of printing-namely, heightened commercialism and the capacity to reproduce texts-demolished these norms by changing the scope and content of communication by petition. This practical innovation appears in all factions in the revolution. But among radical groups, the political use of printed petitions led to novel theories and to democratic speculation on constitutional provisions that would ensure the authority of public opinion in politics. This analysis contradicts key assumptions on communicative change that fuel pessimistic assessments of the modern public sphere in post-modernism and critical theory."
10.2307/2765085,10.2307/2765085,Individual and Person,C. Lloyd Morgan,American Journal of Sociology,34,4,1929-01-01T00:00:00Z,pp. 623-631,The University of Chicago Press,fla,,"The human being is both an individual and a person. It seems valid to use the concept of ""individuality"" with emphasis on his uniqueness, and the concept of ""personality"" with emphasis on his representative typicality. Every entity, from atom to man, is in some measure unique and in some measure typical. But what distinguishes a man from a cow or an ant is that he is a reflectively social person, contemplating human life as a drama. He plays a conscious role in the drama. He is a farmer, architect, statesman, etc., speaking and acting as representative of a type. Or, he may be speaking and acting for the Zeitgeist. What should be thought of as ""personal"" is this representative human activity."
10.1086/231149,10.1086/231149,Bad Business: Professional Crime in Modern Britain by Dick Hobbs,Neil Websdale,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1757-1758,The University of Chicago Press,fla,,
10.1086/231166,10.1086/231166,Moral Codes and Social Structure in Ancient Greece: A Sociology of Greek Ethics from Homer to the Epicureans and Stoics by Joseph M. Bryant,Joseph Roisman,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1789-1792,The University of Chicago Press,fla,,
10.2307/2771695,10.2307/2771695,Institutional Vulnerability in Mass Society,Philip Selznick,American Journal of Sociology,56,4,1951-01-01T00:00:00Z,pp. 320-331,The University of Chicago Press,fla,,"The vulnerability of institutions to political manipulation increases as society becomes increasingly a mass society. This development is pathological. It is associated with the debilitation of creative and culture sustaining elites and with changes in the quality of social participation which lead to both cultural attenuation and activist involvement. Existing insight on the nature of ""mass"" populations and institutions is reformulated and developed, with special emphasis on the nature of mass organization, segmental participation, mobilizability, and the role of unmediated attachment to symbols and organizations."
10.1086/231313,10.1086/231313,Echoes of the Past  Epics of Dissent: A South Korean Social Movement by Nancy Abelmann,Hyun Ok Park,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1092-1093,The University of Chicago Press,fla,,
10.1086/231311,10.1086/231311,Transnational Religion and Fading States  edited by Susanne Hoeber Rudolph and James Piscatori,David A. Smilde,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1088-1090,The University of Chicago Press,fla,,
10.1086/231148,10.1086/231148,Policing under Fire: Ethnic Conflict and Police-Community Relations in Northern Ireland by Ronald Weitzer,Denis O'Hearn,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1755-1757,The University of Chicago Press,fla,,
10.1086/231329,10.1086/231329,"Ending a Career in the Auto Industry: ""30 and Out"" by Melissa Hardy  Lawrence Hazelrigg  and Jill Quadagno",Angela O'Rand,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1122-1124,The University of Chicago Press,fla,,
10.2307/2775401,10.2307/2775401,"In Defense of Wirth's ""Urbanism as a Way of Life""",Stanley S. Guterman,American Journal of Sociology,74,5,1969-03-01T00:00:00Z,pp. 492-499,The University of Chicago Press,fla,,"The criticisms that sociologists have voiced of Wirth's essay ""Urbanism as a Way of Life"" are examined. It is argued that the evidence on which these criticisms rely contains several inadequacies. To support Wirth's theory, data are presented showing a negative correlation between the size of the locality a person lives in and the intimacy of his friedship ties. The autor concludes that a fresh look at Wirth's theory is needed utilizing research based on adequate measures and adequate design."
10.1086/231335,10.1086/231335,Saving Our Children from Poverty: What the United States Can Learn from France by Barbara R. Bergmann,Suzanne M. Bianchi,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1134-1136,The University of Chicago Press,fla,,
10.2307/2762299,10.2307/2762299,Introduction to Sociology. VI,G. De Greef,American Journal of Sociology,9,3,1903-11-01T00:00:00Z,pp. 386-403,The University of Chicago Press,fla,,
10.1086/231340,10.1086/231340,Gangsters: Fifty Years of Madness  Drugs  and Death on the Streets of America by Lewis Yablonsky,Daniel Monti,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1144-1145,The University of Chicago Press,fla,,
10.1086/231344,10.1086/231344,"Screening the Los Angeles ""Riots"": Race  Seeing  and Resistance by Darnell M. Hunt",Richard M. Merelman,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1151-1152,The University of Chicago Press,fla,,
10.2307/2766459,10.2307/2766459,Culture and Culture Change,Maurice H. Krout,American Journal of Sociology,38,2,1932-09-01T00:00:00Z,pp. 253-263,The University of Chicago Press,fla,,"The attempt to apply psychometric tests to the problem of racial differences has been unsuccessful not only because there are no pure races but even more because of the wide diversities of mental experience found within any one group. The application of psychology to the study of culture resolves itself to the study of individuals in terms of cultural situations in which individual behavior goes on. From this point of view, the study of culture becomes a problem in the study of cultural types. Adapting biological terminology to our need, we may call them ""variants,"" ""hybrids,"" and ""mutants."" The ""variant"" is a group functionary whose task is to dispose of the accumulating cultural lags by maintaining some degree of consistency between the philosophy and practices prevailing in the group. The""hybrid"" is a form of discontinuous variant whose function is to adapt borrowed culture forms to the prevailing forms in his own group. The ""mutant"" is a genius-leader who conceives his task to be the change of the fundamental pattern of a given culture. Thus do the cultural types, themselves determined by culture, explain the several aspects of the problem of culture change."
10.1086/231339,10.1086/231339,Metropolitics: A Regional Agenda for Community and Stability by Myron Orfield,Allen J. Scott,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1141-1143,The University of Chicago Press,fla,,
10.1086/231140,10.1086/231140,Michel de Certeau: Interpretation and Its Other by Jeremy Ahearne,Jack Katz,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1739-1741,The University of Chicago Press,fla,,
10.1086/231305,10.1086/231305,Communicative Interaction  Power  and the State: A Method by Frank M. Stark,James Fernandez,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1077-1078,The University of Chicago Press,fla,,
10.2307/2780331,10.2307/2780331,Rationalizing the Irrational: Karl Mannheim and the Besetting Sin of German Intellectuals,David Kettler AND Volker Meja AND Nico Stehr,American Journal of Sociology,95,6,1990-05-01T00:00:00Z,pp. 1441-1473,The University of Chicago Press,fla,,"Sociological theory is ambivalent about the rationalizing processes of which it forms a part. This constitutive difficulty presents itself today in ways that have instructive parallels to the problem constellation confronting the first generation of 20th-century sociological classics. Karl Mannheim's Ideologie und Utopie (1929) was extraordinarily successful in Germany at the historical turning point of the Weimar Republic. This marks him as a representative figure among those contemporaries who acknowledged the force of ""irrationalist"" criticisms of progressive liberalism but sought to contain the destructive dynamics of such criticisms within a new type of rational framework, both intellectual and political. The article contrasts Mannheim's encounters with antirationalist thought in Ideologie un Utopie with the later pragmatist instrumental rationalism of his writings in English exile. In analyzing the shift, special attention is paid to Mannheim's involvement in Paul Tillich's religious socialist circle and to confrontations between Mannheim and Georg Lukacs, Oscar jaszi, Eduard Heimann, Max Hrkheimer, and Theodor W. Adorno. Newly discovered letters and transcripts are use to specify these relationships. Mannheim's promising theoretical beginnings were disruped by the brute facts of his generation's biography. Learning from Mannheim requires retrieval of his achievements, criticism of its distortions, and renewed start in the direction of his work during the 1920s."
10.1086/231162,10.1086/231162,Industrial Constructions: The Sources of German Industrial Power by Gary Herrigel,Sidney Pollard,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1781-1783,The University of Chicago Press,fla,,
10.2307/2763877,10.2307/2763877,The Mind of the Citizen,Arland D. Weeks,American Journal of Sociology,21,3,1915-11-01T00:00:00Z,pp. 382-399,The University of Chicago Press,fla,,
10.1086/231146,10.1086/231146,The French Melting Pot: Immigration  Citizenship  and National Identityby Gérard Noiriel,Jeremy Hein,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1751-1753,The University of Chicago Press,fla,,
10.2307/2781150,10.2307/2781150,All Hits Are Flukes: Institutionalized Decision Making and the Rhetoric of Network Prime-Time Program Development,William T. Bielby AND Denise D. Bielby,American Journal of Sociology,99,5,1994-03-01T00:00:00Z,pp. 1287-1313,The University of Chicago Press,fla,,"Drawing upon institutionalist theory this artcle analyzes how the introduction of new cultural objects produced for a mass audience is managed through an organized discourse. Data come form annoucements of prime-time television series in development for the 1991-92 season by the four U.S. television networks. Maximumlikelihood logit analyses support the conclusion that network programmers working in a highly institutionalized context use reputation, imitation, and genre as rhetorical strategies to rationalize and legitimize their actions. This study contributes to institutionalist theory and the sociology of culture by explaining the content and consequences of business discourse in a culture industry."
10.1086/231308,10.1086/231308,Religion in the Age of Decline: Organisation and the Experience in Industrial Yorkshire  1870-920 by D. Green,Steve Bruce,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1083-1084,The University of Chicago Press,fla,,
10.1086/231320,10.1086/231320,Hybrids of Modernity: Anthropology  the Nation State and the Universal Exhibition by Penelope Harvey,Victoria D. Alexander,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1104-1106,The University of Chicago Press,fla,,
10.2307/2773269,10.2307/2773269,The Intellectual and the Language of Minorities,Melvin Seeman,American Journal of Sociology,64,1,1958-07-01T00:00:00Z,pp. 25-35,The University of Chicago Press,fla,,"Forty interviews, with social scientists and humanists in a university setting, were conducted to determine how the respondents deal with their identity as Intellectuals. The dominant feature of these protocols was the frequency and variety of minority-like responses. Five specific mechanisms, which are characteristic of the language of traditional minority groups, are developed and illustrated. In a preliminary empirical test adjustment to intellectual status (i.e., the use or rejection of these five categories of these five categories of self-description) is shown to be related to creativity (i.e., to the performance of the intellectual role as such)."
10.1086/231299,10.1086/231299,The Creativity of Action by Hans Joas,Colin Campbell,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1066-1067,The University of Chicago Press,fla,,
10.2307/2782631,10.2307/2782631,Durkheim's Epistemology: The Neglected Argument,Anne Warfield Rawls,American Journal of Sociology,102,2,1996-09-01T00:00:00Z,pp. 430-482,The University of Chicago Press,fla,,"Durkheim's epistemology, the argument for the social origins of the categories of the understanding, is his most important and most neglected argument. This argument has been confused with his sociology of knowledge, and Durkheim's overall position has been misunderstood as a consequence. The current popularity of a ""cultural"" or ""ideological"" interpretation of Durkheim is as much a misunderstanding of his position as the ""functional"" interpretation from which the current interpretations seek to rescue him. Durkheim articulated a sophisticated epistemology in the classical sense, a point that has been entirely missed."
10.1086/231147,10.1086/231147,The Racialisation of British Policing by Simon Holdaway,Vernetta D. Young,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1753-1755,The University of Chicago Press,fla,,
10.1086/231304,10.1086/231304,Genealogies for the Present in Cultural Anthropology by Bruce M. Knauft,Michael M. J. Fischer,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1075-1076,The University of Chicago Press,fla,,
10.1086/231317,10.1086/231317,Historic Preservation: Collective Memory and Historical Identity by Diane Barthel,Patrick Hutton,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1099-1101,The University of Chicago Press,fla,,
10.1086/231142,10.1086/231142,Muslim Politics by Dale F. Eickelman and James Piscatori,Lisa Wedeen,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1743-1745,The University of Chicago Press,fla,,
10.1086/231309,10.1086/231309,Glorious Battle: The Cultural Politics of Victorian Anglo-Catholocism by John Shelton Reed,Gene Burns,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1084-1086,The University of Chicago Press,fla,,
10.1086/231341,10.1086/231341,Continuity and Discontinuity in Criminal Careers by Paul E. Tracy and Kimberly Kempf-Leonard,Elmar G. M. Weitekamp,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1145-1147,The University of Chicago Press,fla,,
