id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work,abstract
10.2307/2768263,10.2307/2768263,New Thought: A Cult of Success,Alfred Whitney Griswold,American Journal of Sociology,40,3,1934-11-01T00:00:00Z,pp. 309-318,The University of Chicago Press,fla,,"New Thought had its main roots in the mesmerism of Quimbly and the transcendentalism of Emerson and the Concord Group. It is a system of high-powered mental telepathy which held that matter could be spiritualized and brough under the complete domination of though, and, conversity, that all thoughts become matter. It appeared as a concerted movement in 1890 and by 1915 had achieved a prodigious growth. It had no church and was essentially a metropolitan religion. Its adherents were impelled mainly by the motive of profit, and few were masters of its theology and metaphysics. Like Puritanism, it recognized the law of prosperity as a cardinal statute. By personal magnetism the adherent could attract, persuade, influence, or control his fellows, and success in business was assured. The writings of New Thought accord with the traditional American philosophy of success. They banish luck and reaffirm the economic potency of character. Faith in equality of opportunity is sustained. The bulk of the literature contains little but esoteric directions for making money. The very novelty of New Though gave it popularity."
10.1086/210282,10.1086/210282,The Future of Anomie Theory  edited by Nikos Passas and Robert Agnew,John H. Gagnon,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 257-258,The University of Chicago Press,fla,,
10.2307/2767048,10.2307/2767048,The Development of Sociology in the Old South,H. G. Duncan AND Winnie Leach Duncan,American Journal of Sociology,39,5,1934-03-01T00:00:00Z,pp. 649-656,The University of Chicago Press,fla,,"The approaching crisis between the North and the South caused the latter to make a desperate effort to create a social philosophy that would be consistent with sectional interests. A few of these writers conceived the idea of applying the principles of the newly created subject of sociology to the local situation. Although made to underwrite the Southern cause, sociology moved in the direction of a more scientific development, and produced the earliest known works in English to bear sociology in their titles."
10.2307/2763665,10.2307/2763665,Heredity and Opportunity,Erville B. Woods,American Journal of Sociology,26,2,1920-09-01T00:00:00Z,pp. 146-161,The University of Chicago Press,fla,,
10.1086/323151,10.1086/323151,It's about Time and Gender: Spousal Employment and Health,Ross M. Stolzenberg,American Journal of Sociology,107,1,2001-07-01T00:00:00Z,pp. 61-100,The University of Chicago Press,fla,,"This article considers the effect of husbands’ and wives’ hours of work on each others’ health. Theoretical analysis focuses on gendering of health‐related behavior, the time needed to promote a spouse's salubrious behavior, and the effects of work hours on the availability of time for nonwork activities. Empirical analyses are based on 1986 and 1989 longitudinal U.S. data. Fewer than 40 hours of work per week by wives has no effect on husbands’ health, but more than 40 hours has substantial negative effect. Long work hours by husbands are not detrimental to wives’ health. Wives’ work hours shows no effect on their own health, but husbands’ work hours show strong positive effect on their own health. Methodological issues are considered."
10.2307/2771930,10.2307/2771930,Adult Talk About Newspaper Comics,Leo Bogart,American Journal of Sociology,61,1,1955-07-01T00:00:00Z,pp. 26-30,The University of Chicago Press,fla,,"Casual conversation in the impersonal Great Society is described by Simmel as a substitute for intimate sociability. The mass media appear to provide a convenient source of universally familiar conversational materials. For 121 male tabloid readers in a tenement neighborhood in New York City, conversation is a sociable pastime, in which comic-strip characters and events are discussed in primarily literal terms as part of a chain of trivial small talk. The comics provide metaphors for banter and occasional pretexts for veiled fantasy."
10.1086/231347,10.1086/231347,Immigration and the Family: Research and Policy on U.S. Immigrants  edited by Alan Booth  Ann C. Crouter  and Nancy Landale,Nancy Foner,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1156-1158,The University of Chicago Press,fla,,
10.2307/2781455,10.2307/2781455,Was There a Hawthorne Effect?,Stephen R. G. Jones,American Journal of Sociology,98,3,1992-11-01T00:00:00Z,pp. 451-468,The University of Chicago Press,fla,,"The ""Hawthorne effect"" has been an enduring legacy of the celebrated studies of workplace behavior conducted in the 1920s and 1930s at Western Electric's Hawthorne Plant. This article examines the empirical evidence for the existence of Hawthorne effects using the original data from the Hawthorne Relay Assembly Tes Room. Allowing for a variety of other factors, the author assesses whether experimental changes, variously defined, had a common effect that could be regarded as a pure result of the experimentation. The main conclusion is that these data show slender or no evidence of a Hawthorne effect."
10.1086/210274,10.1086/210274,The Myth of Green Marketing: Tending Our Goats at the Edge of Apocalypse by Toby M. Smith,John C. Leggett,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 241-242,The University of Chicago Press,fla,,
10.2307/2762078,10.2307/2762078,The Subsidizing of Private Charities,Frank A. Fetter,American Journal of Sociology,7,3,1901-11-01T00:00:00Z,pp. 359-385,The University of Chicago Press,fla,,
10.2307/2777096,10.2307/2777096,The City as a Growth Machine: Toward a Political Economy of Place,Harvey Molotch,American Journal of Sociology,82,2,1976-09-01T00:00:00Z,pp. 309-332,The University of Chicago Press,fla,,"A city and, more generally, any locality, is conceived as the areal expression of the interests of some land-based elite. Such an elite is seen to profit through the increasing intensification of the land use of the area in which its members hold a common interest. An elite competes with other land-based elites in an effort to have growth-inducing resources invested within its own area as opposed to that of another. Governmental authority, at the local and nonlocal levels, is utilized to assist in achieving this growth at the expense of competing localities. Conditions of community life are largely a consequence of the social, econimic, and political forces embodied in this growth machine. The relevance of growth to the interests of various social groups is examined in this context, particularly with reference to the issue of unemployment. Recent social trends in opposition to growth are described and their potential consequences evaluated."
10.2307/2773079,10.2307/2773079,Symbolic Representation and the Urban Milieu,R. Richard Wohl AND Anselm L. Strauss,American Journal of Sociology,63,5,1958-03-01T00:00:00Z,pp. 523-532,The University of Chicago Press,fla,,"The complexity of the city calls for symbolic management. Its complicated spatial features require representation in the form of devices for simplifying and for evoking images and sentimet. Verbal representation of cities has a formal nature. The availabel devices are popularly, frequently, and flexibly used. They are collective, as well as personal, representation."
10.1086/231312,10.1086/231312,The New Temperance: The American Obsession with Sin and Vice by David Wagner,John C. Burnham,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1089-1091,The University of Chicago Press,fla,,
10.2307/2765040,10.2307/2765040,The Ghetto,Louis Wirth,American Journal of Sociology,33,1,1927-07-01T00:00:00Z,pp. 57-71,The University of Chicago Press,fla,,"The ghetto, the modern Jewish immigrant settlement in the Western world, has arisen out of the medieval European urban institution by means of which the Jews were effectually separated from the rest of the population. It represents a case study in isolation and accommodation, and indicates the processes involved in the formation and development of local communities in city life. The natural history of this institution shows that it developed as a gradual and undesigned adaptation to a strage habitat and culture, and its disintegration proceeds independent of legal enactment. The Jews, in so far as they are a separate ethnic group, are a product of ghetto life, which accounts for the reappearance of the ghetto wherever Jews settle in large numbers. The modern ghetto in its location and structure is determined by the unique status of the Jew and by his traditions. His neighbors in the new world tend to be the same as in the old. Eastern ghettos differ from those of the West in that the latter generally have as many local areas of settlement as there are waves of immigrants. As the Jew becomes conscious of his subordinate position in the ghetto he flees, but he is pursued by fellow-Jew until his new habitat assumes the atmosphere of the ghetto itself. In the course of his migration, his personality changes as the culture of his group fuses with that of the larger world outside."
10.1086/210313,10.1086/210313,For the Sake of the Children: The Social Organization of Responsibility in the Hospital and the Home by Carol A. Heimer and Lisa R. Staffen,Monica J. Casper,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 317-319,The University of Chicago Press,fla,,
10.2307/2762638,10.2307/2762638,The Effect on Woman of Economic Dependence,Charles Zueblin,American Journal of Sociology,14,5,1909-03-01T00:00:00Z,pp. 606-621,The University of Chicago Press,fla,,
10.1086/210295,10.1086/210295,Social Learning and Social Structure: A General Theory of Crime and Deviance by Ronald L. Akers,Michael R. Gottfredson,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 283-284,The University of Chicago Press,fla,,
10.2307/2761651,10.2307/2761651,Contributions to Social Philosophy. XI. Individual Telesis,Lester F. Ward,American Journal of Sociology,2,5,1897-03-01T00:00:00Z,pp. 699-717,The University of Chicago Press,fla,,
10.1086/231399,10.1086/231399,Ecologies of Social Movements: Student Mobilization during the 1989 Prodemocracy Movement in Beijing,Dingxin Zhao,American Journal of Sociology,103,6,1998-05-01T00:00:00Z,pp. 1493-1529,The University of Chicago Press,fla,,"Based on 70 interviews with informants who were mostly students during the 1989 Beijing student movement, the author found that the ecology of university campuses in Beijing enclosed a huge number of students in a small area with a unique spatial distribution and regulated their spatial activities. This ecology nurtured many close–knit student networks, as well as directly exposed all Beijing students to a collective action environment when the movement started. These ecological conditions not only sustained a high rate of movement participation but also facilitated the formation of many ecology–dependent strategies of student mobilization, which in turn patterned the dynamics of the movement."
10.2307/2761958,10.2307/2761958,Sociological Construction Lines. I,Edward Cary Hayes,American Journal of Sociology,10,5,1905-03-01T00:00:00Z,pp. 623-642,The University of Chicago Press,fla,,
10.2307/2775305,10.2307/2775305,The Political Act as an Act of Will,Norton E. Long,American Journal of Sociology,69,1,1963-07-01T00:00:00Z,pp. 1-6,The University of Chicago Press,fla,,"The problem of order is the central problem of politics. A political society must achieve a minimum degree of stability to survive. Equally, it must functionally adapt to change. The objective situation imposes constraints but does not provide determinate answers. Like the artistic tradition, the political tradition provides materials. The combination and recombination of these materials within the constraints of the objective situation is a creative act of political will. This act, by defining and redefining the situation, permits the actors to co-operate. It cuts the Gordian knot of the cognitive problem."
10.2307/2776606,10.2307/2776606,Salon  Foyer  Bureau: Women and the Professions in France,Catherine Bodard Silver,American Journal of Sociology,78,4,1973-01-01T00:00:00Z,pp. 836-851,The University of Chicago Press,fla,,"Government-sponsored occupations are major outlets for women professionals in France, although women are underrepresented at higher levels. Under French traditions, teaching and public administration are highly professionalized, offering distinctive opportunities for women. Access for women to higher education in France compares favorably with other Western societies, but it is patterned by class inequalities that have the effect of diminishing the role of higher education as a path to the professions for women. The contrast between potential and actual professional achievement has not led to ""feminist"" counter-ideologies. This situation is analyzed in terms of national and class values defining the nature of women, of high culture, and the relationship between government and society. The professional achievements of French women, although comparatively substantial, are interpreted as constrained and ambiguous."
10.2307/2762338,10.2307/2762338,The Columbia Park Boys' Club of San Francisco,Victor L. O'Brien,American Journal of Sociology,7,2,1901-09-01T00:00:00Z,pp. 249-261,The University of Chicago Press,fla,,
10.2307/2761480,10.2307/2761480,The Distribution of the Sexes in the United States in 1890,Walter F. Willcox,American Journal of Sociology,1,6,1896-05-01T00:00:00Z,pp. 725-737,The University of Chicago Press,fla,,
10.2307/2763238,10.2307/2763238,The Socialization of Religion,Francis G. Peabody,American Journal of Sociology,18,5,1913-03-01T00:00:00Z,pp. 694-705,The University of Chicago Press,fla,,
10.1086/210287,10.1086/210287,The Politics of Downtown Development: Dynamic Political Cultures in San Francisco and Washington  D.C. by Stephen J. McGovern,Dingxin Zhao,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 266-268,The University of Chicago Press,fla,,
10.1086/231321,10.1086/231321,Interaction and Grammar  edited by Elinor Ochs  Emanuel A. Schegloff  and Sandra A. Thompson,Allen D. Grimshaw,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1106-1108,The University of Chicago Press,fla,,
10.2307/2762888,10.2307/2762888,The Application of the Social Survey to Small Communities,John Lewis Gillin,American Journal of Sociology,17,5,1912-03-01T00:00:00Z,pp. 647-658,The University of Chicago Press,fla,,
10.1086/595941,10.1086/595941,Cumulative Gender Disadvantage in Contract Employment,Isabel Fernandez-Mateo,American Journal of Sociology,114,4,2009-01-01T00:00:00Z,pp. 871-923,The University of Chicago Press,fla,,"Women’s wages do not grow with experience or tenure as much as men’s do. Many accounts of this cumulative gender disadvantage attribute it to women’s underinvestment in firm‐specific skills. Yet if that were true, this disadvantage would not exist where firm‐specific skills are not rewarded by the labor market. This article investigates this argument in the context of contract employment, where demand for firm specificity is minimal. Contrary to expectations, men still receive higher rewards than women over time. Drawing on quantitative evidence and qualitative fieldwork using job histories of high‐skill contractors affiliated with a staffing firm, the author finds support for two sources of women’s disadvantage: lower rates of movement across clients on the supply side and unmeasured demand‐side factors by which similar levels of tenure and client transitions accrue lower rewards to women. Implications for research on gender stratification and career advancement in nonformalized labor markets are discussed."
10.2307/2771549,10.2307/2771549,Basic Racial Attitudes Toward Whites in the Oklahoma All-Negro Community,Mozell C. Hill,American Journal of Sociology,49,6,1944-05-01T00:00:00Z,pp. 519-523,The University of Chicago Press,fla,,"This paper focuses attention upon the psychic qualities of Negroes who have voluntarily isolated themselves from the dominant culture. The all-Negro community in Oklahoma was conceived as a social experiment. It is an attempt by Negroes to escape the psychological pressures experienced in racially mixed southern communities. A ""pattern of avoidance"" characterizes the basic racial attitudes of the residents of these communities. There are, however, certain differences between upper and lower classes in the expression of attitudes. Nevertheless, all residents, completely assimilated into the societal structure of the all-Negro society, are quite self-conscious of the eculiarities of their culture."
10.2307/2762701,10.2307/2762701,The Institution and Some of Its Original Sins,Alfred H. Lloyd,American Journal of Sociology,13,4,1908-01-01T00:00:00Z,pp. 523-540,The University of Chicago Press,fla,,
10.1086/231343,10.1086/231343,Homicide  Race  and Justice in the American West  1880-920 by Clare V. McKanna  Jr.,Richard Block,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1149-1150,The University of Chicago Press,fla,,
10.1086/231135,10.1086/231135,Detraditionalization: Critical Reflections on Authority and Identity edited by Paul Heelas  Scott Lash  and Paul Morris,David Ingram,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1727-1729,The University of Chicago Press,fla,,
10.1086/231332,10.1086/231332,When Work Disappears: The World of the New Urban Poor by William Julius Wilson,Joe R. Feagin,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1129-1130,The University of Chicago Press,fla,,
10.2307/2781063,10.2307/2781063,Dual Exchange Theory  Social Networks  and Informal Social Support,Edwina Uehara,American Journal of Sociology,96,3,1990-11-01T00:00:00Z,pp. 521-557,The University of Chicago Press,fla,,"Recent developments in the field of social exchange may prove very useful to social support researchers as they begin to analyze the relationships between social structure, interaction, and perceptions of ""support"" in the event of crisis or need. Particularly promising here is ""dual exchange theory,"" as represented in Ekeh's elaboration of Levi-Strauss's conception of elementary exchange. Using data from a small-scale ethnographic study of social network mobilization among low-income black women in the event of job loss, this paper investigates two tenets of dual exchange theory: (1) informal support exchanges in natural settings take the form of ""generalized"" and ""restricted"" exchange, and (2) generalized exchange systems are associated with greater degrees of solidarity and social support. The data support the dual exchange thesis, with some modification of Ekeh's dichotomized conceptualization of exchange. The Study reinforces the utility of network analysis and exchange concepts in the analysis of social support."
10.2307/2768056,10.2307/2768056,The Relation of Home Background and Social Relations to Personality Adjustment,Ruth Shonle Cavan,American Journal of Sociology,40,2,1934-09-01T00:00:00Z,pp. 143-154,The University of Chicago Press,fla,,"Two scales have been constructed to measure the home background and the social relationships of adolescents in terms of their tendency to produce well-adjusted personalities. The device for classifying children as to emotional and social adjustment was a brief personality test of the neurotic inventory type. A schedule was developed containing questions on the home and on social relationships which differentiated the well-adjusted from the maladjusted children. Values were assigned to the various possible answers to the questions and the sum of these values gave two scores for each child, one indicating the type of home background, the other the type of social relationships. The reliability and validity of the scales have been established by approved methods."
10.2307/2779759,10.2307/2779759,Class Reproduction Among Men and Women in France: Reproduction Theory on Its Home Ground,Robert V. Robinson AND Maurice A. Garnier,American Journal of Sociology,91,2,1985-09-01T00:00:00Z,pp. 250-280,The University of Chicago Press,fla,,"Through an analysis of a large survey of employment men and women in France, this article shows that French reproduction theory has overstated the role of education in reproducing class advantage from generation to generation. Among men, reproduction of control over labor power (i.e., managerial/supervisory positions) is primarily direct instead of indirect through education. At the same time, education plays no role in reproducing ownership of businesses (i.e., capitalist and petty bourgeois positions), and there is little tendency for capitalist or petty bourgeois fathers to convert their economic capital into the educational capital for their sons so that the sons can secure managerial positions. Education serves less as a reproducer of class advantage than as a vehicle of mobility into managerial positions. Although reproduction theory has tended to ignore gender differences in class reproduction , these are found to be substantial. In the reproduction of ownership, women are less likely than men to inherit a business from their father. In the reproduction of control over labor power, the considerations that are important to men's chances of acquiring managerial/supervisory positions are generally much less important to women's chances. Thus reproduction strategis that are succesful in perpetuating class privilege for men do not work as well for women."
10.2307/2769745,10.2307/2769745,The Imputation of Motives,Robert M. MacIver,American Journal of Sociology,46,1,1940-07-01T00:00:00Z,pp. 1-12,The University of Chicago Press,fla,,"All causal imputation is inferential, but the imputation of motives is an inference of a peculiar kind and subject to peculiar difficulties. Consequently there are those who regard it as a wholly uscientific procedure. Sometimes they claim that the language of ""motives and goals"" is itself unscientific, but this is a dogmatic and metaphysical limitation of the realm of science. More plausibly they claim that since motives are baffling and unverifiable they lie outside the scope of scientific investigation. But this claim goes too far, since motives manifest themselves in various evidential ways, and science may properly examine the bearing of the evidences, even where certainty is not attainable. The moral is not that we abandon the investigation of motives-for they are intimate data of human experience-but that we make the recognition of difficulties the basis for more thorough investigation."
10.1086/231136,10.1086/231136,Democracy's Discontent: America in Search of a Public Philosophy by Michael J. Sandel,Steven Tipton,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1729-1733,The University of Chicago Press,fla,,
10.2307/2763631,10.2307/2763631,The Duplicity of Democracy: Democratic Equality and the Principle of Relativity,Alfred H. Lloyd,American Journal of Sociology,21,1,1915-07-01T00:00:00Z,pp. 1-14,The University of Chicago Press,fla,,
10.1086/231302,10.1086/231302,The Social Construction of Nature: A Sociology of Ecological Enlightenment by Klaus Eder,Steven Ney,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1071-1073,The University of Chicago Press,fla,,
10.1086/421787,10.1086/421787,Structural Holes and Good Ideas,Ronald S. Burt,American Journal of Sociology,110,2,2004-09-01T00:00:00Z,pp. 349-399,The University of Chicago Press,fla,,"This article outlines the mechanism by which brokerage provides social capital. Opinion and behavior are more homogeneous within than between groups, so people connected across groups are more familiar with alternative ways of thinking and behaving. Brokerage across the structural holes between groups provides a vision of options otherwise unseen, which is the mechanism by which brokerage becomes social capital. I review evidence consistent with the hypothesis, then look at the networks around managers in a large American electronics company. The organization is rife with structural holes, and brokerage has its expected correlates. Compensation, positive performance evaluations, promotions, and good ideas are disproportionately in the hands of people whose networks span structural holes. The between‐group brokers are more likely to express ideas, less likely to have ideas dismissed, and more likely to have ideas evaluated as valuable. I close with implications for creativity and structural change."
10.1086/510992,10.1086/510992,Reply: Whither the Parallel Paths? The Future of Scholarship on the World City System,Jason Beckfield AND Arthur S. Alderson,American Journal of Sociology,112,3,2006-11-01T00:00:00Z,pp. 895-904,The University of Chicago Press,fla,,
10.2307/2771968,10.2307/2771968,The Sensitive-Area Complex: A Contribution to the Theory of Guided Culture Contact,Richard D. Lambert AND Marvin Bressler,American Journal of Sociology,60,6,1955-05-01T00:00:00Z,pp. 583-592,The University of Chicago Press,fla,,"A visitor's attitudes toward and images of an alien culture are affected by his perception of the host culture's view of the status of his own country. The visitor perceives hostility as an active component of low-status ascription when interaction includes verbal references to certain ""sensitive areas."" The latter are the subjects of long-standing criticism of his culture by colonial powers, the mere mention of which recalls the historical hostility. These perceived assaults enhace his personal identification with the prestige of his home country, and he reacts by erecting a set of mechanisms in defense and praise of his country."
10.1086/231314,10.1086/231314,The Abolition of Feudalism: Peasants  Lords  and Legislators in the French Revolution by John Markoff,David Zaret,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1094-1095,The University of Chicago Press,fla,,
10.1086/210296,10.1086/210296,Ethnography at the Edge: Crime  Deviance  and Field Research  edited by Jeff Ferrell and Mark S. Hamm,Sudhir Venkatesh,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 284-286,The University of Chicago Press,fla,,
10.2307/2774769,10.2307/2774769,Status Orientation and Ethnic Sentiment Among Undergraduates,Bernard E. Segal AND Peter K. Thomsen,American Journal of Sociology,71,1,1965-07-01T00:00:00Z,pp. 60-67,The University of Chicago Press,fla,,"Jewish and non-Jewish undergraduates have different inclinations to indorse pro- and anti-Semitic stereotypes, but these tendencies are shown to depend upon their status orientations as well as upon their ethnicity. Jewish students who are ""work oriented"" or ""outspoken"" score lower on a measure of Philo-Semitism than those who are ""leisure oriented"" or ""reticent."" Among non-Jewish students, the ""work oriented"" score higher on Philo-Semitism and on a measure of anti-Semitism centered around Jewish students at the college, but they score lower on an estimate of dislike toward Jews in general. The non-Jewish students who are ""outspoken"" score higher on both anti-Semitism measures."
