id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work,abstract
10.1086/210139,10.1086/210139,Nominal  Ordinal  and Narrative Appraisal in Macrocausal Analysis,James Mahoney,American Journal of Sociology,104,4,1999-01-01T00:00:00Z,pp. 1154-1196,The University of Chicago Press,fla,,"Macrocausal analysis is often characterized as following only a single strategy of causal inference. In fact, however, at least three different techniques are used: nominal, ordinal, and narrative strategies of causal assessment. Focusing on recent works of comparative history, this article presents an evaluation of the strengths and limitations of each strategy. In addition, it considers the trade‰€êoffs involved in combining two or more strategies. Finally, the article discusses the role of scholarly tastes and skills, the research question, and ongoing research cycles in shaping the methodological approach selected by investigators."
10.1086/210295,10.1086/210295,<i>Social Learning and Social Structure: A General Theory of Crime and Deviance</i> by Ronald L. Akers,Michael R. Gottfredson,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 283-284,The University of Chicago Press,fla,,
10.1086/339225,10.1086/339225,Revisiting the Relationships among Gender  Marital Status  and Mental Health,Robin W. Simon,American Journal of Sociology,107,4,2002-01-01T00:00:00Z,pp. 1065-1096,The University of Chicago Press,fla,,"Three decades ago, Gove introduced his sex‰€êrole theory of mental illness, which attributes women‰€™s higher rates of psychological distress to their roles in society. Central to his hypothesis is that marriage is emotionally advantageous for men and disadvantageous for women. This article revisits this topic with data from the National Survey of Families and Households. The analyses indicate that the emotional benefits of marriage apply equally to men and women, but that men and women respond to marital transitions with different types of emotional problems. The implications of these findings for future research on gender and mental health are discussed."
10.1086/231108,10.1086/231108,<i>Evangelism and Apostasy: The Evolution and Impact of Evangelicals in Modern Mexico</i> by Kurt Bowen,Elizabeth E. Brusco,American Journal of Sociology,102,5,1997-03-01T00:00:00Z,pp. 1478-1480,The University of Chicago Press,fla,,
10.1086/210287,10.1086/210287,<i>The Politics of Downtown Development: Dynamic Political Cultures in San Francisco and Washington  D.C.</i> by Stephen J. McGovern,Dingxin Zhao,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 266-268,The University of Chicago Press,fla,,
10.1086/231321,10.1086/231321,Interaction and Grammar  edited by Elinor Ochs  Emanuel A. Schegloff  and Sandra A. Thompson,Allen D. Grimshaw,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1106-1108,The University of Chicago Press,fla,,
10.1086/231343,10.1086/231343,Homicide  Race  and Justice in the American West  1880-1920 by Clare V. McKanna  Jr.,Richard Block,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1149-1150,The University of Chicago Press,fla,,
10.1086/231135,10.1086/231135,<i>Detraditionalization: Critical Reflections on Authority and Identity </i>edited by Paul Heelas  Scott Lash  and Paul Morris,David Ingram,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1727-1729,The University of Chicago Press,fla,,
10.2307/2782025,10.2307/2782025,World-Economic Trends in the Distribution of Income  1965-1992,Roberto Patricio Korzeniewicz AND Timothy Patrick Moran,American Journal of Sociology,102,4,1997-01-01T00:00:00Z,pp. 1000-1039,The University of Chicago Press,fla,,"This article assesses trends in world income inequality between 1965 and 1992. The study first decomposes Theil's T to show that between-country inequality is the most significant component of overall world income inequality, which facilitates fruther research, as between-country longitudinal data are more easily available than national income distribution data. Next, the study uses a larger set of nations and finds a signigicant increase in world income inequality as measured by both Gini and Theil coefficients, particularly during the 1980s. The findings are robust even after controlling for differential rates of population growth or using alternative sources of data. By indentifying these trends, the article is able to explain past discrepancies and recent shifts in the relevant empirical and theoretical literature."
10.1086/231332,10.1086/231332,When Work Disappears: The World of the New Urban Poor by William Julius Wilson,Joe R. Feagin,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1129-1130,The University of Chicago Press,fla,,
10.1086/231136,10.1086/231136,<i>Democracy's Discontent: America in Search of a Public Philosophy</i> by Michael J. Sandel,Steven Tipton,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1729-1733,The University of Chicago Press,fla,,
10.1086/231302,10.1086/231302,The Social Construction of Nature: A Sociology of Ecological Enlightenment by Klaus Eder,Steven Ney,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1071-1073,The University of Chicago Press,fla,,
10.2307/2781287,10.2307/2781287,Political Resources and the Growth of Welfare in Affluent Capitalist Democracies  1960-1982,Alexander Hicks AND Joya Misra,American Journal of Sociology,99,3,1993-11-01T00:00:00Z,pp. 668-710,The University of Chicago Press,fla,,"Explanations of welfare effort in affluent postwar democracies are partially integrated within a ""political resource"" framework. Political resource models of welfare effort fare well when tested with pooled time-series data for 1960-82. Use of governmental authority by the left, use of disruption by the working class and the petty burgeois, and use of lobbying, voting, and/or entitlement rights by the elderly and the unemployed constitute means of political action. Among more diffusely available ""infraresources,"" state revenue expansion, economic growth, and inflation appear to buoy welfre expansion, as do left corporatism and ""bureaucratic paternalism."" Some mediating effects of economic epoch and state structure are explored."
10.1086/510992,10.1086/510992,Reply: Whither the Parallel Paths? The Future of Scholarship on the World City System,Jason Beckfield AND ArthuråÊS. Alderson,American Journal of Sociology,112,3,2006-11-01T00:00:00Z,pp. 895-904,The University of Chicago Press,fla,,
10.1086/522806,10.1086/522806,The Institutional Logic of Union Organizing and the Effectiveness of Social Movement Repertoires,AndrewåÊW. Martin,American Journal of Sociology,113,4,2008-01-01T00:00:00Z,pp. 1067-1103,The University of Chicago Press,fla,,"Despite the growing interest in union organizing, there has been little effort to systematically describe the organizing landscape in America today. Institutionalization, which is an increasingly important concept in social movement theory, provides the framework for differentiating between the two major organizing repertoires presently available to unions: the traditional National Labor Relations Board (NLRB) certification election and more recent organizing that avoids the election process. Evidence from a sample of 70 large local unions from 1990 to 2001 reveals that, although the certification election continues to be the preferred method of membership recruitment, non‰€êNLRB organizing appears to be more effective, in terms of both victory rate and number of workers organized. The findings have implications for future research on labor unions and represent an important step toward an empirical understanding of processes of institutionalization within social movements generally."
10.1086/345649,10.1086/345649,Culture  Cohorts  and Social Organization Theory: Understanding Local Participation in a Latino Housing Project,MarioåÊLuis Small,American Journal of Sociology,108,1,2002-07-01T00:00:00Z,pp. 1-54,The University of Chicago Press,fla,,"Recent work on neighborhood effects has rekindled interest in social organization theory and its relationship to local social capital. This article addresses several gaps in our knowledge about the mechanisms linking structural conditions to social (dis)organization and the role of culture in this process. Relying on the case of a predominantly Puerto Rican housing project in Boston, it investigates changes in one aspect of social organization‰ÛÓparticipation in local community activities‰ÛÓsuggesting the theory should incorporate the role of cohorts and cultural frames and rethink the relationship among structure, culture, and change."
10.1086/231314,10.1086/231314,The Abolition of Feudalism: Peasants  Lords  and Legislators in the French Revolution by John Markoff,David Zaret,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1094-1095,The University of Chicago Press,fla,,
10.1086/231097,10.1086/231097,<i>Sugar Island Slavery in the Age of Enlightenment: The Political Economy of the Caribbean World</i> by Arthur L. Stinchcombe,Dale Tomich,American Journal of Sociology,102,5,1997-03-01T00:00:00Z,pp. 1456-1458,The University of Chicago Press,fla,,
10.1086/664542,10.1086/664542,Bright Futures in Malawi-s New Dawn: Educational Aspirations as Assertions of Identity,Margaret Frye,American Journal of Sociology,117,6,2012-05-01T00:00:00Z,pp. 1565-1624,The University of Chicago Press,fla,,"Imagined futures, once a vital topic of theoretical inquiry within the sociology of culture, have been sidelined in recent decades. Rational choice models cannot explain the seemingly irrational optimism of youth aspirations, pointing to the need to explore other alternatives. This article incorporates insights from pragmatist theory and cognitive sociology to examine the relationship between imagined futures and present actions and experiences in rural Malawi, where future optimism appears particularly unfounded. Drawing from in-depth interviews and archival sources documenting ideological campaigns promoting schooling, the author shows that four elements are understood to jointly produce educational success: ambitious career goals, sustained effort, unflagging optimism, and resistance to temptation. Aspirations should be interpreted not as rational calculations, but instead as assertions of a virtuous identity, claims to be ‰€œone who aspires.‰€ù"
10.1086/210296,10.1086/210296,<i>Ethnography at the Edge: Crime  Deviance  and Field Research </i> edited by Jeff Ferrell and Mark S. Hamm,Sudhir Venkatesh,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 284-286,The University of Chicago Press,fla,,
10.2307/2781283,10.2307/2781283,The Mangle of Practice: Agency and Emergence in the Sociology of Science,Andrew Pickering,American Journal of Sociology,99,3,1993-11-01T00:00:00Z,pp. 559-589,The University of Chicago Press,fla,,"Some difficult but important issues have arisen in recent social studies of science concerning temporally emergent phenomena and the decetering of the human subject in scientific practice. This essay seeks a constructive clarification of the issues, and links them together, by delineating and exemplifying a view of science as a field of emergent human and material agency reciprocally engaged by means of a dialectic of resistence and accommodation-the mangle."
10.1086/231336,10.1086/231336,Development  Change  and Gender in Cairo: A View from the Household  edited by Diane Singerman and Homa Hoodfar,Valerie J. Hoffman,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1136-1138,The University of Chicago Press,fla,,
10.1086/343191,10.1086/343191,Gender  Crime  and Desistance: Toward a Theory of Cognitive Transformation,Peggy C. Giordano AND Stephen A. Cernkovich AND Jennifer L. Rudolph,American Journal of Sociology,107,4,2002-01-01T00:00:00Z,pp. 990-1064,The University of Chicago Press,fla,,"This article analyzes data derived from the first detailed long‰€êterm follow‰€êup of a sample of serious adolescent female delinquents and similarly situated males. Neither marital attachment nor job stability, factors frequently associated with male desistance from crime, were strongly related to female or male desistance. A symbolic‰€êinteractionist perspective on desistance is developed as a counterpoint to Sampson and Laub‰€™s theory of informal social control, and life history narratives are used to illustrate the perspective. This cognitive theory is generally compatible with a control approach but (a) adds specificity regarding underlying change mechanisms, (b) explains some negative cases, and (c) fits well with life course challenges facing contemporary serious female (and more provisionally male) offenders."
10.1086/378929,10.1086/378929,Intellectuals and Democratization  1905-1912 and 1989-1996,Charles Kurzman AND Erin Leahey,American Journal of Sociology,109,4,2004-01-01T00:00:00Z,pp. 937-986,The University of Chicago Press,fla,,"This article bridges the gap in studies of the social bases of democratization between qualitative studies focused on social groups and quantitative studies focused on national characteristics. Qualitative historical evidence suggests the importance of classes‰€”in particular, the emerging class of intellectuals‰€”in the wave of democratizations in the decade before World War I. Quantitative cross‰€ênational data on a more recent wave of democratizations, from 1989 to 1996, confirm these findings. Models using direct maximum‰€êlikelihood estimation find that the ratio of adults with higher education has a significant positive effect on change in democracy levels, as measured by two longitudinal scales (Polity IV and Polyarchy). Proxies for the working class and the middle class‰€”candidates proposed in previous studies as the social basis of democratization‰€”also have significant effects."
10.1086/210004,10.1086/210004,Rethinking Age Dependence in Organizational Mortality: Logical Formalizations,Michael T. Hannan,American Journal of Sociology,104,1,1998-07-01T00:00:00Z,pp. 126-164,The University of Chicago Press,fla,,"This article explores the use of logical formalization to clarify an area of research characterized by conflicting claims and divergent empirical findings. The substantive focus concerns the relation between organization age and the hazard of mortality. The literature contains claims that the hazard (a) falls with age (a ‰€œliability of newness‰€ù), (b) rises initially and then falls with age (a ‰€œliability of adolescence‰€ù), (c) rises with age (‰€œliabilities of senescence and obsolescense‰€ù). The formalizations reported cast the relevant theoretical arguments as propositions involving five concepts: endowment, imprinting, inertia, capability, and position. It shows that each of the theoretical stories can be derived as implications of particular assumptions within two broad formalizations. This analysis clarifies the mechanizms at work in each theoretical account and provides guidance for expirical research designed to discriminate among the competing theories."
10.1086/231303,10.1086/231303,Marginalized in the Middle by Alan Wolfe,Richard Madsen,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1073-1075,The University of Chicago Press,fla,,
10.1086/210278,10.1086/210278,<i>The Myth of Self-Esteem: Finding Happiness and Solving Problems in America</i> by John P. Hewitt,Colin Wayne Leach,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 249-250,The University of Chicago Press,fla,,
10.1086/231153,10.1086/231153,<i>Drug War Politics: The Price of Denial</i> by Eva Bertram  Morris Blachman  Kenneth Sharpe  and Peter Andreas,James A. Inciardi,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1764-1766,The University of Chicago Press,fla,,
10.1086/210275,10.1086/210275,"<i>""This Rash Act"": Suicide across the Life Cycle in the Victorian City</i> by Victor Bailey",Kevin Breault,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 243-244,The University of Chicago Press,fla,,
10.1086/231159,10.1086/231159,<i>Religion and Mass Media: Audiences and Adaptations </i> edited by Daniel A. Stout and Judith M. Buddenbaum,Jennifer L. McKinney,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1776-1778,The University of Chicago Press,fla,,
10.1086/661772,10.1086/661772,Fragmented Networks and Entrepreneurship in Late Imperial Russia,Henning Hillmann AND Brandy L. Aven,American Journal of Sociology,117,2,2011-09-01T00:00:00Z,pp. 484-538,The University of Chicago Press,fla,,"Emergent economies suffer from underdeveloped market infrastructures and insufficient public institutions to enforce contract commitments and property rights. Informal reputation-based arrangements may substitute for government enforcement, but they require close-knit networks that enable monitoring. Economic development also requires access to capital, information, and other resources, which is enabled by wide-reaching and diverse networks and not by closure. How is entrepreneurship possible given these conflicting demands? In this article, the authors examine how partnership networks and reputation channel the mobilization of capital for new enterprises, using quantitative information on 4,172 corporate partnerships during the industrialization of late imperial Russia (1869‰ÛÒ1913). They find that reputation is locally effective in small and homogeneous network components. By contrast, founders in the largest components that form the network core raise more capital from investors but benefit less from reputation and more from brokerage opportunities and ties that reach diverse communities."
10.1086/231172,10.1086/231172,The Social Organization of Street Gang Activity in an Urban Ghetto,Sudhir Alladi Venkatesh,American Journal of Sociology,103,1,1997-07-01T00:00:00Z,pp. 82-111,The University of Chicago Press,fla,,"This essay draws on long‰€êterm ethnographic data to analyze the shifting relations between street gangs and their broader community. The essay focuses on one particular moment in the evolution of a ghetto‰€êbased street gang, namely its attempt to ‰€œcorporatize‰€ù by accumulating revenues in underground economies, in order to demonstrate that neither the structure nor the practices of the street gang can be understood apart from the social organizational context of the larger community it inhabits."
10.1086/231319,10.1086/231319,Between Politics and Reason: The Drug Legalization Debate by Erich Goode,James A. Inciardi,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1103-1104,The University of Chicago Press,fla,,
10.1086/661238,10.1086/661238,The Diversity-Bandwidth Trade-off,Sinan Aral AND Marshall Van Alstyne,American Journal of Sociology,117,1,2011-07-01T00:00:00Z,pp. 90-171,The University of Chicago Press,fla,,"The authors propose that a trade-off between network diversity and communications bandwidth regulates access to novel information because a more diverse network structure increases novelty at a cost of reducing information flow. Received novelty then depends on whether (a) the information overlap is small enough, (b) alters‰Ûª topical knowledge is shallow enough, and (c) alters‰Ûª knowledge stocks refresh slowly enough to justify bridging structural holes. Social network and e-mail content from an executive recruiting firm show that bridging ties can actually offer less novelty for these reasons, suggesting that the strength of weak ties and structural holes depend on brokers‰Ûª information environments."
10.1086/342993,10.1086/342993,No Shame: The View from the Left Bank,Katherine Newman,American Journal of Sociology,107,6,2002-05-01T00:00:00Z,pp. 1577-1599,The University of Chicago Press,fla,,
10.1086/652136,10.1086/652136,Racial Boundary Formation at the Dawn of Jim Crow: The Determinants and Effects of Black/Mulatto Occupational Differences in the United States  1880,Aaron Gullickson,American Journal of Sociology,116,1,2010-07-01T00:00:00Z,pp. 187-231,The University of Chicago Press,fla,,"This article examines variation in the social position of mixed‰€êrace populations by exploiting county‰€êlevel variation in the degree of occupational differentiation between blacks and mulattoes in the 1880 U.S. census. The role of the mixed‰€êrace category as either a ‰€œbuffer class‰€ù or a status threat depended on the class composition of whites. Black/mulatto occupational differentiation was greatest where whites had high occupational prestige and thus little to fear from a mulatto group. Furthermore, differentiation increased the risk of lynching where whites had relatively low status and decreased the risk of lynching where whites had relatively high status."
10.1086/210289,10.1086/210289,<i>Black Corona: Race and the Politics of Place in an Urban Community</i> by Steven Gregory <i> Hamilton Park: A Planned Black Community in Dallas</i> by William H. Wilson,Mary Pattillo‰€êMcCoy,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 270-272,The University of Chicago Press,fla,,
10.1086/210176,10.1086/210176,Three Views of Associationalism in 19th-Century America: An Empirical Examination,Jason Kaufman,American Journal of Sociology,104,5,1999-03-01T00:00:00Z,pp. 1296-1345,The University of Chicago Press,fla,,"This article examines three different theoretical conceptions of                     asso‰€êciationalism with respect to cross‰€êsectional data on                     municipal expenditure and voter participation in American cities for the fiscal                     year 1880: a ‰€œneo‰€êTocquevillian‰€ù perspective,                     which generally views as‰€êsociational activity as an alternative to                     government intervention; a ‰€œsocial movements‰€ù perspective,                     which views associations as interest groups mobilized to stimulate government                     action in areas germane to their specific pursuits; and a ‰€œsocial                     capital‰€ù perspective, which is neutral with respect to the impact of                     associationalism on the size of government but views associational activity as a                     stimulus to greater political participation. The analysis provides little                     support for the social capital and neo‰€êTocquevillian perspectives but                     strong support for the social movements notion that one of the predominant                     political influences of associationalism, at least in late                     19th‰€êcentury American cities, was that of interest group mobilization                     in support of specific municipal appropriations and party platforms."
10.1086/231164,10.1086/231164,<i>Time Pioneers: Flexible Working Time and New Lifestyles</i> by Karl H. Horning  Anette Gerhard  and Matthias Michailow,Graeme Salaman,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1785-1787,The University of Chicago Press,fla,,
10.1086/210279,10.1086/210279,<i>The Fabric of Self: A Theory of Ethics and Emotions</i> by Diane Rothbard Margolis,Rom HarrÌ©,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 250-252,The University of Chicago Press,fla,,
10.1086/210311,10.1086/210311,<i>The Making of the Unborn Patient: A Social Anatomy of Fetal Surgery</i> by Monica J. Casper,Charis Thompson,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 313-315,The University of Chicago Press,fla,,
10.1086/666383,10.1086/666383,Defining America‰Ûªs Racial Boundaries: Blacks  Mexicans  and European Immigrants  1890-1945,Cybelle Fox AND Thomas A. Guglielmo,American Journal of Sociology,118,2,2012-09-01T00:00:00Z,pp. 327-379,The University of Chicago Press,fla,,"Contemporary race and immigration scholars often rely on historical analogies to help them analyze America‰Ûªs current and future color lines. If European immigrants became white, they claim, perhaps today‰Ûªs immigrants can as well. But too often these scholars ignore ongoing debates in the historical literature about America‰Ûªs past racial boundaries. Meanwhile, the historical literature is itself needlessly muddled. In order to address these problems, the authors borrow concepts from the social science literature on boundaries to systematically compare the experiences of blacks, Mexicans, and southern and eastern Europeans (SEEs) in the first half of the 20th century. Their findings challenge whiteness historiography; caution against making broad claims about the reinvention, blurring, or shifting of America‰Ûªs color lines; and suggest that the Mexican story might have more to teach us about these current and future lines than the SEE one."
10.1086/231161,10.1086/231161,<i>Social Change and the Middle Classes </i> edited by Tim Butler and Mike Savage,Mark Western,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1779-1781,The University of Chicago Press,fla,,
10.1086/670268,10.1086/670268,Understanding Latin American Beliefs about Racial Inequality,Edward Telles AND Stanley Bailey,American Journal of Sociology,118,6,2013-05-01T00:00:00Z,pp. 1559-1595,The University of Chicago Press,fla,,"Scholars argue that Latin American ideologies of mestizaje, or racial mixing, mask ethnoracial discrimination. We examine popular explanations for indigenous or Afrodescendant disadvantage in Bolivia, Brazil, Colombia, Dominican Republic, Ecuador, Guatemala, Mexico, and Peru using the 2010 AmericasBarometer survey. Findings show that numerical majorities across all countries endorse structural-disadvantage explanations and reject victim-blaming stances; in seven of eight countries, they specifically recognize discrimination against ethnoracial minorities. Brazilians most point to structural causes, while Bolivians are least likely to recognize discrimination. While educational status differences tend to be sizable, dominant and minority explanations are similar. Both are comparable to African-American views and contrast with those of U.S. whites."
10.2307/2780645,10.2307/2780645,Novel Readings: The Social Organization of Interpretation,Marjorie L. DeVault,American Journal of Sociology,95,4,1990-01-01T00:00:00Z,pp. 887-921,The University of Chicago Press,fla,,"Theories of interpretation must explain not only the accuracy of interpretation but also the divergence between readings that arises from the socially situated nature of any reading. In this article, the sources of variant readings of a single novel ( The Late Bourgeois World, by Nadine Gordimer) are examined. Analysis of published statements (reviews and critical analyses) and comparison of these professional accounts with the author's own ""lay"" reading highlight the effects of the readers' genders, historical contexts, and purposes for reading on their constructions of the novel's content. The analysis demonstrates the collective character and significance of ""novel readings,"" specially those produced by cultural ""outsiders."""
10.1086/428688,10.1086/428688,The Modern State and the Primitive Accumulation of Symbolic Power,Mara Loveman,American Journal of Sociology,110,6,2005-05-01T00:00:00Z,pp. 1651-1683,The University of Chicago Press,fla,,"The exercise of symbolic power has become a privileged focus of scholarship on the state, but without much attention to how states acquired this power in the first place. This article lays a foundation for systematic historical inquiry into the primitive accumulation of symbolic power by modernizing states. It introduces an analytical framework for research on how new domains of administrative activity become recognized as legitimate state practices. This framework is deployed to analyze how a popular revolt in northeastern Brazil managed to frustrate the Brazilian state‰€™s attempt to implement civil registration in the mid‰€ê19th century. The conclusion considers broad implications of this analysis for students of modern state formation and suggests the need for comparative historical analyses that historicize the naturalization of state power."
10.1086/231328,10.1086/231328,Desert Capitalism: Maquiladoras in North America's Western Industrial Corridor by Kathryn Kopinak,Leslie Sklair,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1121-1122,The University of Chicago Press,fla,,
10.1086/231111,10.1086/231111,<i>American Gay</i> by Stephen O. Murray,Steven Epstein,American Journal of Sociology,102,5,1997-03-01T00:00:00Z,pp. 1483-1485,The University of Chicago Press,fla,,
10.1086/210359,10.1086/210359,The Talk and Back Talk of Collective Action: A Dialogic Analysis of Repertoires of Discourse among Nineteenth-Century English Cotton Spinners,Marc W. Steinberg,American Journal of Sociology,105,3,1999-11-01T00:00:00Z,pp. 736-780,The University of Chicago Press,fla,,"This article offers a critique of framing perspectives on collective action discourse and an alternative dialogic approach. The argument set forth is that the latter sees collective action discourse as a joint product of actors' agency and discourse dynamics, including its multivocal nature. Such discourse is a joint product of challengers' rational actions and the constraints of the discursive field. Challengers seek to appropriate and subvert the dominant discourses that legitimate power, creating discursive repertoires. To illustrate this, the contentious actions of English cotton spinners in the 1820s and 1830s are analyzed. The spinners produced a discursive repertoire drawing on mill owners' dominant discourses."
10.1086/666505,10.1086/666505,Difficult Decoupling: Employee Resistance to the Commercialization of Personal Settings,Catherine Turco,American Journal of Sociology,118,2,2012-09-01T00:00:00Z,pp. 380-419,The University of Chicago Press,fla,,"The market‰Ûªs tendency to organize personal spheres of life is not always unfettered, and while past studies have identified public discomfort as a bar to market expansion, this study considers a commercialization project that gained public acceptance yet nevertheless failed. The study‰Ûªs key theoretical insight is that the organizational decoupling required for successful commercialization may complicate companies‰Ûª ability to gain employee acceptance. Rich ethnographic data from Motherhood, Inc., an organization offering support and services for new mothers, is leveraged to identify two conditions under which employee resistance may arise and undermine successful commercialization. This article contributes to sociological understandings by theorizing the important role of employees in commercialization and to organizational theory more generally by specifying conditions under which decoupling may be difficult to achieve."
10.1086/210306,10.1086/210306,<i>Philosophies of Integration: Immigration and the Idea of Citizenship in France and Britain</i> by Adrian Favell,Carl‰€êUlrik Schierup,American Journal of Sociology,105,1,1999-07-01T00:00:00Z,pp. 303-306,The University of Chicago Press,fla,,
10.1086/342925,10.1086/342925,What Kind of Combat Sport Is Sociology?,Mitchell Duneier,American Journal of Sociology,107,6,2002-05-01T00:00:00Z,pp. 1551-1576,The University of Chicago Press,fla,,
10.1086/592206,10.1086/592206,Reconstructing Race in Science and Society: Biology Textbooks  1952-2002,Ann Morning,American Journal of Sociology,114,s1,2008-11-01T00:00:00Z,pp. S106-S137,The University of Chicago Press,fla,,"How has growing knowledge about human genetics affected how American textbooks present race? This article analyzes 80 biology textbooks published from 1952 to 2002 to reveal that U.S. biology texts have pursued the topic of race with renewed vigor in recent years. Moreover, textbooks have redefined race as genetic without furnishing empirical evidence for this framing. The textbooks‰€™ transformation sheds light on the broader relationship between race and science in the United States, where claims about racial difference have not only drawn instrumentally and selectively from empirical research, but at times forgo scientific grounding altogether. As the textbooks show, both the tight and the loose linkage of race to science can preserve the cultural authority of the race concept. The texts also make clear that race is not a one‰€êtime construct or a relic of centuries past. Instead, it is continually remade‰€”and is being reworked today‰€”suggesting its dynamic adaptation for ongoing use as a fundamental tool of social stratification."
10.1086/231324,10.1086/231324,Modernity and the State: East  West by Claus Offe,Fred Block,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1113-1114,The University of Chicago Press,fla,,
10.1086/231141,10.1086/231141,<i>Max Weber and Democratic Politics</i> by Peter Breiner,Robert J. Antonio,American Journal of Sociology,102,6,1997-05-01T00:00:00Z,pp. 1741-1743,The University of Chicago Press,fla,,
10.1086/231323,10.1086/231323,Fanon's Dialectic of Experience by Ato Sekyi-Otu,David Scott,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1110-1113,The University of Chicago Press,fla,,
10.1086/231316,10.1086/231316,Crisis and Transformation: The Kibbutz at Century's End by Eliezer Ben-Rafael,Benjamin D. Zablocki,American Journal of Sociology,103,4,1998-01-01T00:00:00Z,pp. 1098-1099,The University of Chicago Press,fla,,
